Matrice;Feature;TypePredominante;taux
Comparison_of_Asian_national_space_programs - Timeline of national firsts;Date;StringValue;1.0
Comparison_of_Asian_national_space_programs - Timeline of national firsts;Nation;StringValue;0.9736842105263158
Comparison_of_Asian_national_space_programs - Timeline of national firsts;World achievements;StringValue;0.875
Comparison_of_Asian_national_space_programs - Timeline of national firsts;Name;StringValue;0.9487179487179487
Comparison_of_Asian_national_space_programs - Timeline of national firsts;The firsts in Asia;StringValue;0.717948717948718
Comparison_of_Asian_national_space_programs - Other achievements ;First success;StringValue;0.875
Comparison_of_Asian_national_space_programs - Other achievements ;GTO / GEO;Conditional;1.0
Comparison_of_Asian_national_space_programs - Other achievements ;Notes;StringValue;0.6
Comparison_of_Asian_national_space_programs - Other achievements ;LEO;Conditional;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Solar Space Missions;StringValue;0.75
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Satellite navigation system;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Space observatories;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Martian missions;Conditional;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Nation;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Multi-satellite simultaneous launches;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Launch of foreign satellite;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Atmos- pheric reentry;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Rendezvous dockings in orbit;StringValue;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Geostationary launches;Conditional;1.0
Comparison_of_Asian_national_space_programs - Comparison of key technologies ;Data relay satellites;StringValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;Total;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;North Korea;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;China;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;India;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;Israel;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;Japan;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;South Korea;IntegerValue;1.0
Comparison_of_Asian_national_space_programs - Orbital Launch Frequency ;Iran;IntegerValue;1.0
Comparison_of_assemblers - 6502 assemblers;Instruction set;StringValue;0.8367346938775511
Comparison_of_assemblers - 6502 assemblers;Host platform;StringValue;1.0
Comparison_of_assemblers - 6502 assemblers;Assembler;StringValue;0.96
Comparison_of_assemblers - 6502 assemblers;License;StringValue;1.0
Comparison_of_assemblers - 680x0 assemblers;License;StringValue;1.0
Comparison_of_assemblers - 680x0 assemblers;Host platform;StringValue;1.0
Comparison_of_assemblers - 680x0 assemblers;Open source;BooleanValue;1.0
Comparison_of_assemblers - 680x0 assemblers;Assembler;StringValue;1.0
Comparison_of_assemblers - 680x0 assemblers;Instruction set;StringValue;1.0
Comparison_of_assemblers - 680x0 assemblers;Active Development;BooleanValue;1.0
Comparison_of_assemblers - ARM assemblers;Host platform;StringValue;1.0
Comparison_of_assemblers - ARM assemblers;Instruction set;StringValue;1.0
Comparison_of_assemblers - ARM assemblers;Assembler;StringValue;1.0
Comparison_of_assemblers - ARM assemblers;License;StringValue;1.0
Comparison_of_assemblers - IBM mainframe assemblers;Host platform;StringValue;0.6875
Comparison_of_assemblers - IBM mainframe assemblers;Assembler;StringValue;1.0
Comparison_of_assemblers - IBM mainframe assemblers;License;StringValue;1.0
Comparison_of_assemblers - IBM mainframe assemblers;Instruction set;StringValue;0.6111111111111112
Comparison_of_assemblers - Power Architecture assemblers;License;StringValue;1.0
Comparison_of_assemblers - Power Architecture assemblers;Instruction set;StringValue;1.0
Comparison_of_assemblers - Power Architecture assemblers;Host platform;StringValue;1.0
Comparison_of_assemblers - Power Architecture assemblers;Assembler;StringValue;1.0
Comparison_of_assemblers - x86 assemblers;Active Development;BooleanValue;0.64
Comparison_of_assemblers - x86 assemblers;Assembler;StringValue;1.0
Comparison_of_assemblers - x86 assemblers;Open source;BooleanValue;1.0
Comparison_of_assemblers - x86 assemblers;License;StringValue;1.0
Comparison_of_assemblers - x86 assemblers;OS;StringValue;0.9066666666666666
Comparison_of_assemblers - x86 assemblers;x86-64;BooleanValue;0.896551724137931
Comparison_of_assemblers - Other architectures;GPASM;StringValue;1.0
Comparison_of_assemblers - Other architectures;MACRO-11;StringValue;1.0
Comparison_of_assemblers - Other architectures;MAP (Macro Assembly Program);StringValue;1.0
Comparison_of_assemblers - Other architectures;Symbolic Programming System (SPS);StringValue;1.0
Comparison_of_assemblers - Other architectures;MACRO-10;StringValue;1.0
Comparison_of_assemblers - Other architectures;ID3E;StringValue;1.0
Comparison_of_assemblers - Other architectures;MRS;StringValue;1.0
Comparison_of_assemblers - Other architectures;COMPASS;StringValue;1.0
Comparison_of_assemblers - Other architectures;MetaSymbol;StringValue;1.0
Comparison_of_assemblers - Other architectures;MIPS;StringValue;1.0
Comparison_of_assemblers - Other architectures;Assembler;StringValue;1.0
Comparison_of_assemblers - Other architectures;FAP (Fortran Assembly Program);StringValue;1.0
Comparison_of_assemblers - Other architectures;vasm;StringValue;1.0
Comparison_of_assemblers - Other architectures;ASMB, ASBL, NSBL - Numeric op codes, used for 190;StringValue;1.0
Comparison_of_assemblers - Other architectures;ALM (Assembly Language for Multics);StringValue;1.0
Comparison_of_assemblers - Other architectures;GINerator mnemonic opcodes , used for GEORGE_(ope;StringValue;1.0
Comparison_of_assemblers - Other architectures;Babbage;StringValue;1.0
Comparison_of_assemblers - Other architectures;MPW IIgs Assembler;StringValue;1.0
Comparison_of_assemblers - Other architectures;SOAP (Symbolic Optimal Assembly Program);StringValue;1.0
Comparison_of_assemblers - Other architectures;ASEM-51;StringValue;0.6666666666666666
Comparison_of_assemblers - Other architectures;PASMO;StringValue;1.0
Comparison_of_assemblers - Other architectures;MACRO-32;StringValue;1.0
Comparison_of_assemblers - Other architectures;Autocoder;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Model;StringValue;0.6363636363636364
Comparison_of_ATI_chipsets - Comparison of Northbridges;Fabrication process (nm);IntegerValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Processors Supported;StringValue;0.9487179487179487
Comparison_of_ATI_chipsets - Comparison of Northbridges;Crossfire Enabled;BooleanValue;0.8333333333333334
Comparison_of_ATI_chipsets - Comparison of Northbridges;Features;StringValue;0.9333333333333333
Comparison_of_ATI_chipsets - Comparison of Northbridges;Codename;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;FSB/HT Frequency (MHz);StringValue;0.7142857142857143
Comparison_of_ATI_chipsets - Comparison of Northbridges;Southbridge;StringValue;0.9375
Comparison_of_ATI_chipsets - Comparison of Northbridges;Notes;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Year;StringValue;0.7272727272727273
Comparison_of_ATI_chipsets - Comparison of Northbridges;NB-SB Interface;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;Audio;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;IDE Channels (2 Devices/Channel);Conditional;0.5
Comparison_of_ATI_chipsets - Comparison of Southbridges;Codename;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;SATA Ports;IntegerValue;0.75
Comparison_of_ATI_chipsets - Comparison of Southbridges;Year;IntegerValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;Fabrication process (nm);IntegerValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;Model;StringValue;0.5625
Comparison_of_ATI_chipsets - Comparison of Southbridges;USB Ports;IntegerValue;0.625
Comparison_of_ATI_chipsets - Comparison of Southbridges;Notes;StringValue;0.8695652173913043
Comparison_of_ATI_chipsets - Comparison of Northbridges;Southbridge;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Model;StringValue;0.8333333333333334
Comparison_of_ATI_chipsets - Comparison of Northbridges;FSB/QDR Frequency (MHz);IntegerValue;0.8947368421052632
Comparison_of_ATI_chipsets - Comparison of Northbridges;Fabrication process (nm);IntegerValue;0.875
Comparison_of_ATI_chipsets - Comparison of Northbridges;Codename;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Crossfire Enabled;BooleanValue;0.6875
Comparison_of_ATI_chipsets - Comparison of Northbridges;Features;StringValue;0.8125
Comparison_of_ATI_chipsets - Comparison of Northbridges;Notes;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Year;IntegerValue;0.6666666666666666
Comparison_of_ATI_chipsets - Comparison of Northbridges;NB-SB Interface;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Northbridges;Processors Supported;StringValue;0.8666666666666667
Comparison_of_ATI_chipsets - Comparison of Southbridges;Year;IntegerValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;Audio;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;Codename;StringValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;Model;StringValue;0.8888888888888888
Comparison_of_ATI_chipsets - Comparison of Southbridges;SATA Ports;IntegerValue;0.5555555555555556
Comparison_of_ATI_chipsets - Comparison of Southbridges;Fabrication process (nm);IntegerValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;USB Ports;IntegerValue;1.0
Comparison_of_ATI_chipsets - Comparison of Southbridges;IDE Channels (2 Devices/Channel);Conditional;0.7777777777777778
Comparison_of_ATI_chipsets - Comparison of Southbridges;Notes;StringValue;0.9642857142857143
Comparison_of_audio_formats - General information ;DRM;BooleanValue;0.8181818181818182
Comparison_of_audio_formats - General information ;Audio compression format;StringValue;0.8604651162790697
Comparison_of_audio_formats - General information ;Player cost;StringValue;0.975609756097561
Comparison_of_audio_formats - General information ;Application (besides consumer audio);StringValue;1.0
Comparison_of_audio_formats - General information ;Music reproduction (consumer audio);BooleanValue;0.9459459459459459
Comparison_of_audio_formats - General information ;Telephony app;BooleanValue;1.0
Comparison_of_audio_formats - General information ;Patented;StringValue;0.6666666666666666
Comparison_of_audio_formats - General information ;Open-source implementations (codecs);StringValue;0.6075949367088608
Comparison_of_audio_formats - General information ;Proprietary implementations (codecs);StringValue;0.9859154929577465
Comparison_of_audio_formats - General information ;First public release date;StringValue;0.475
Comparison_of_audio_formats - General information ;Creator;StringValue;0.9615384615384616
Comparison_of_audio_formats - General information ;Latest stable version;StringValue;0.5853658536585366
Comparison_of_audio_formats - General information ;Encoder cost;StringValue;0.975609756097561
Comparison_of_audio_formats - General information ;Lossless audio compression;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;Symbian OS;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;Rockbox;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;GNU/Linux;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;Unix;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;Windows;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;Codec;StringValue;0.9333333333333333
Comparison_of_audio_formats - Operating system support ;Android;BooleanValue;0.9333333333333333
Comparison_of_audio_formats - Operating system support ;Mac OS X;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;Palm OS;BooleanValue;1.0
Comparison_of_audio_formats - Operating system support ;BSD;BooleanValue;1.0
Comparison_of_audio_formats - Multimedia frameworks support ;FFmpeg;BooleanValue;1.0
Comparison_of_audio_formats - Multimedia frameworks support ;DirectShow;Conditional;0.6571428571428571
Comparison_of_audio_formats - Multimedia frameworks support ;QuickTime;Conditional;0.6571428571428571
Comparison_of_audio_formats - Multimedia frameworks support ;ACM;Conditional;0.7714285714285715
Comparison_of_audio_formats - Multimedia frameworks support ;GStreamer;Conditional;0.8
Comparison_of_audio_formats - Multimedia frameworks support ;Audio compression format;StringValue;0.9714285714285714
Comparison_of_audio_formats - Technical details ;Algorithm;StringValue;0.9473684210526315
Comparison_of_audio_formats - Technical details ;Sample Rate;StringValue;0.8227848101265823
Comparison_of_audio_formats - Technical details ;Audio compression format;StringValue;0.8235294117647058
Comparison_of_audio_formats - Technical details ;Multichannel;BooleanValue;0.6451612903225806
Comparison_of_audio_formats - Technical details ;Bit rate;StringValue;0.8535031847133758
Comparison_of_audio_formats - Technical details ;VBR;BooleanValue;0.9354838709677419
Comparison_of_audio_formats - Technical details ;CBR;BooleanValue;0.9393939393939394
Comparison_of_audio_formats - Technical details ;Latency;StringValue;0.9032258064516129
Comparison_of_audio_formats - Technical details ;Stereo;BooleanValue;0.7419354838709677
Comparison_of_audio_formats - Technical details ;Latency;StringValue;0.6
Comparison_of_audio_formats - Technical details ;Bits per sample;StringValue;0.7368421052631579
Comparison_of_audio_formats - Technical details ;Sample Rate;StringValue;0.8666666666666667
Comparison_of_audio_formats - Technical details ;Audio compression format;StringValue;0.8571428571428571
Comparison_of_audio_formats - Technical details ;Multichannel;Conditional;1.0
Comparison_of_audio_formats - Technical details ;Algorithm;StringValue;1.0
Comparison_of_audio_formats - Technical details ;Stereo;BooleanValue;1.0
Comparison_of_audio_formats - Technical details ;Bit rate;StringValue;0.8658536585365854
Comparison_of_audio_formats - Technical details ;Latency;StringValue;0.9375
Comparison_of_audio_formats - Technical details ;VBR;BooleanValue;1.0
Comparison_of_audio_formats - Technical details ;Stereo;BooleanValue;0.9
Comparison_of_audio_formats - Technical details ;Algorithm;StringValue;0.9387755102040817
Comparison_of_audio_formats - Technical details ;Bits per sample;StringValue;0.9
Comparison_of_audio_formats - Technical details ;Sample Rate;StringValue;0.8695652173913043
Comparison_of_audio_formats - Technical details ;Multichannel;BooleanValue;0.95
Comparison_of_audio_formats - Technical details ;Audio compression format;StringValue;0.95
Comparison_of_audio_formats - Technical details ;CBR;BooleanValue;1.0
Comparison_of_audio_player_software - General;Name;StringValue;1.0
Comparison_of_audio_player_software - General;Based framework;StringValue;0.9130434782608695
Comparison_of_audio_player_software - General;Written in;StringValue;0.9090909090909091
Comparison_of_audio_player_software - General;Software license;StringValue;0.9736842105263158
Comparison_of_audio_player_software - General;stable version;Conditional;0.6888888888888889
Comparison_of_audio_player_software - General;Cost;StringValue;0.9736842105263158
Comparison_of_audio_player_software - General;First public release;StringValue;0.9710144927536232
Comparison_of_audio_player_software - General;Author;StringValue;1.0
Comparison_of_audio_player_software - Operating system compatibility;OS X;BooleanValue;0.90625
Comparison_of_audio_player_software - Operating system compatibility;Other Unix;BooleanValue;0.9696969696969697
Comparison_of_audio_player_software - Operating system compatibility;Linux;BooleanValue;0.9393939393939394
Comparison_of_audio_player_software - Operating system compatibility;Windows;BooleanValue;0.8787878787878788
Comparison_of_audio_player_software - Operating system compatibility;BSD Unix;BooleanValue;0.9696969696969697
Comparison_of_audio_player_software - Operating system compatibility;Solaris;BooleanValue;0.9696969696969697
Comparison_of_audio_player_software - Operating system compatibility;DOS;BooleanValue;0.9696969696969697
Comparison_of_audio_player_software - Operating system compatibility;iOS;BooleanValue;0.9696969696969697
Comparison_of_audio_player_software - Operating system compatibility;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Operating system compatibility;Android;BooleanValue;0.9696969696969697
Comparison_of_audio_player_software - Optical media ability;Audio;NA;1.0
Comparison_of_audio_player_software - Optical media ability;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Features;Skinnable;BooleanValue;0.875
Comparison_of_audio_player_software - Features;Media database;BooleanValue;0.96
Comparison_of_audio_player_software - Features;Gapless audio decoding;BooleanValue;0.95
Comparison_of_audio_player_software - Features;Outbound streaming;BooleanValue;0.8947368421052632
Comparison_of_audio_player_software - Features;Intelligent playlists from database (based on crit;BooleanValue;0.9
Comparison_of_audio_player_software - Features;Visualizer;BooleanValue;0.9166666666666666
Comparison_of_audio_player_software - Features;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Features;Video playback;BooleanValue;0.9047619047619048
Comparison_of_audio_player_software - Features;Remote controllable;BooleanValue;0.8333333333333334
Comparison_of_audio_player_software - Extended features;Audion;NA;1.0
Comparison_of_audio_player_software - Extended features;Zinf;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;musikCube;NA;1.0
Comparison_of_audio_player_software - Extended features;XMPlay;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Rhapsody;NA;1.0
Comparison_of_audio_player_software - Extended features;JuK;NA;1.0
Comparison_of_audio_player_software - Extended features;Clementine;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Amarok;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Extended features;MPXPLAY;NA;1.0
Comparison_of_audio_player_software - Extended features;Cog;NA;1.0
Comparison_of_audio_player_software - Extended features;Audacious;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Extended features;XMMS;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;MusicBee;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Rhythmbox;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Winamp;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Musicmatch Jukebox;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;AIMP;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Sonique;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;cmus;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;MediaMonkey;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Exaile;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;foobar2000;BooleanValue;1.0
Comparison_of_audio_player_software - Extended features;Quod Libet;BooleanValue;1.0
Comparison_of_audio_player_software - Audio format ability;Lossless compression;NA;1.0
Comparison_of_audio_player_software - Audio format ability;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Audio format ability;Lossy compression;NA;1.0
Comparison_of_audio_player_software - Container format ability;OGM;BooleanValue;0.8888888888888888
Comparison_of_audio_player_software - Container format ability;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Container format ability;AVI;BooleanValue;0.9473684210526315
Comparison_of_audio_player_software - Container format ability;Ogg;BooleanValue;0.55
Comparison_of_audio_player_software - Container format ability;MP4;BooleanValue;0.8823529411764706
Comparison_of_audio_player_software - Container format ability;MPEG-21;BooleanValue;0.75
Comparison_of_audio_player_software - Container format ability;ASF;BooleanValue;0.95
Comparison_of_audio_player_software - Container format ability;FLV;BooleanValue;0.5
Comparison_of_audio_player_software - Container format ability;QuickTime;BooleanValue;0.9473684210526315
Comparison_of_audio_player_software - Container format ability;Matroska;BooleanValue;0.8333333333333334
Comparison_of_audio_player_software - Container format ability;NUT;BooleanValue;0.75
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Media Jukebox;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Cog;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Zinf;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;JuK;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Audion;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;foobar2000;BooleanValue;0.5
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;musikCube;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;MPXPLAY;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Musicmatch Jukebox;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Audio player;StringValue;0.6
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;MusicBee;BooleanValue;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Audacious;BooleanValue;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;cmus;BooleanValue;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;MediaMonkey;Conditional;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Amarok;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Audio player;StringValue;0.6
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Rhapsody;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Sonique;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;AIMP;BooleanValue;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;Rhythmbox;NA;1.0
Comparison_of_audio_player_software - Scalable, composite and emulation format abilities;XMMS;NA;1.0
Comparison_of_audio_player_software - Protocol abilities;RTSP (RTSPU, RTSPT);BooleanValue;0.9166666666666666
Comparison_of_audio_player_software - Protocol abilities;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Protocol abilities;Other;StringValue;0.75
Comparison_of_audio_player_software - Protocol abilities;HTTP;BooleanValue;0.9444444444444444
Comparison_of_audio_player_software - Protocol abilities;Podcasting;BooleanValue;0.9166666666666666
Comparison_of_audio_player_software - Protocol abilities;MMS (MMSU, MMST);BooleanValue;0.9230769230769231
Comparison_of_audio_player_software - Playlist format ability;Audacious;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;foobar2000;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Musicmatch Jukebox;NA;1.0
Comparison_of_audio_player_software - Playlist format ability;Cog;NA;1.0
Comparison_of_audio_player_software - Playlist format ability;Audion;NA;1.0
Comparison_of_audio_player_software - Playlist format ability;Amarok;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;AIMP;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Exaile;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;JuK;NA;1.0
Comparison_of_audio_player_software - Playlist format ability;Zinf;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Rhapsody;NA;1.0
Comparison_of_audio_player_software - Playlist format ability;XMMS;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;cmus;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Rhythmbox;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Media Jukebox;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;musikCube;NA;1.0
Comparison_of_audio_player_software - Playlist format ability;MPXPLAY;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Quod Libet;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;MediaMonkey;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;Sonique;BooleanValue;1.0
Comparison_of_audio_player_software - Playlist format ability;MusicBee;BooleanValue;1.0
Comparison_of_audio_player_software - Metadata ability;WAVE chunks;BooleanValue;0.8
Comparison_of_audio_player_software - Metadata ability;Audio player;StringValue;1.0
Comparison_of_audio_player_software - Metadata ability;ID31;BooleanValue;0.9523809523809523
Comparison_of_audio_player_software - Metadata ability;APEv2 tag;BooleanValue;0.95
Comparison_of_audio_player_software - Metadata ability;Cue sheet;BooleanValue;0.9
Comparison_of_audio_player_software - Metadata ability;Vorbis comment;BooleanValue;0.9444444444444444
Comparison_of_audio_player_software - Metadata ability;CD-Text;BooleanValue;0.9
Comparison_of_audio_player_software - Metadata ability;ID32;BooleanValue;0.9523809523809523
Comparison_of_audio_synthesis_environments - General;Name;StringValue;1.0
Comparison_of_audio_synthesis_environments - General;License;StringValue;1.0
