Badger Pass,1
Task-based parallelism,1
Cubetto,1
AKernelLoader,1
Symptoms-based fertility awareness,1
Runtime realization,1
Solomon Islands,1
Kodama,1
Birth control method,1
Past,1
MySQL,1
"Ks, ks; kz",1
Gentoo NetBSD,1
RFC 6638 CalDAV Scheduling,1
Mulberry,1
Seychelles,1
WMA,1
Santa Fe,1
RFC 3253 Web DAV ext.,1
"Question(""What"")",1
386BSD,1
Finland,1
Tuples,1
edzo,1
Boolean type,1
Arrays,1
Jadelle (lower-dose),1
MPW Power Assembler,1
5D Mk III,1
TorrentUs,1
GoAsm,1
Archimedes Assembler,1
Singular noun,1
G.722.2 (AMR-WB),1
I,1
Buenos Aires City,1
blackcats-games.net,1
Remote control via web,1
80D,1
FSW-0,1
Superlab,1
Libya,1
M,1
DHT,1
malsano,1
MaxonASM,1
smil/smi,1
Evolution,1
HVXC,1
BitSnoop,1
"out, ref",1
Jordan,1
GenuTax,1
LOLO (Logic PD),1
WebSphere Enterprise Service Bus and WebSphere Process Server,1
Instance-level inner classes,1
TranceTraffic,1
Côte d'Ivoire,1
United Arab Emirates,1
Presentation,1
malsana,1
Djibouti,1
Unboxing,1
French Silk,1
on(u),1
FASM,1
LucidChart,1
Chang'e 2,1
Kv kv,1
eM Client,1
Corrientes,1
Variable type inference,1
Bear Valley,1
Windows Media Audio Voice,1
Cyprus,1
LPAC,1
Safari,1
"T, t",1
A-B repeat,1
Armenia,1
Bruce D. Evans' as86,1
Cs,1
Arithmetic operators,1
IYOPRO,1
Internet Explorer,1
Brazil,1
Overflow control,1
YTS,1
|| no C# language equivalent,1
KickassTorrents,1
ARIS Express,1
MIDI(kar),1
IXP200,1
Republic of the Congo,1
TurboAss,1
RealPix,1
Nellymoser Asao,1
1Ds,1
Ecuador,1
Male latex condom,1
eli,1
Boxing,1
Entre Ríos,1
T411,1
KCardDAV (discontinued),1
GSM-HR,1
SimpleTax,1
TorrentLeech.org,1
"I, i",1
Vasectomy,1
sana,1
sano,1
IUD with progestogen,1
IXP210,1
Web feed subscriptions,1
Haiti,1
Afghanistan,1
Osumi,1
Prioritization,1
60D,1
PsyToolkit,1
60Da,1
malsaniĝi,1
Arrowsoft Assembler,1
Reference type constraint,1
Music on Console,1
webMethods Integration Server,1
PEBL,1
Present,1
iCal Import/Export CalDAV,1
MBOTax,1
RX320M,1
RS480,1
Windows 8 Modern,1
Host platform,1
RS482,1
SPIC Software,1
Threads,1
RFC 4918 Web DAV ext.,1
PsyScope X,1
RS485,1
Operator overloading,1
eTaxCanada,1
Pale Moon Sync,1
Static (class) constructors,1
Mount Baldy Ski Lifts,1
Benin,1
Tag mass,1
Calendars/Reminders/Contacts/Mail,1
Passwords,1
Tonido,1
License,1
Yaoqiang BPMN Editor,1
Taxman,1
Lists/vectors,1
Grenada,1
Assignment,1
Mongolia,1
Morocco,1
Mars Orbiter Mission,1
Anonym.OS,1
C64List,1
"Universal(""Each, every"")",1
Bitwise logic operators,1
FREELDR,1
400DRebel XTi,1
ACME,1
jBPM,1
IKAROS,1
Triaster,1
maĉi,1
Ghana,1
GSM-EFR,1
"Ŭ, ŭ",1
Today contraceptive sponge used by parous,1
Maldives,1
QRTEngine,1
Ormeloxifene,1
Diaphragm and spermicide,1
torrentportal.com,1
Fiji,1
Runnix,1
G.711.1,1
Beidou,1
United States,1
Guinea,1
G.711.0,1
40D,1
"V, v",1
Equatorial Guinea,1
Formosa,1
isoHunt,1
goto,1
São Tomé and Príncipe,1
Events,1
Tatool Java,1
Thread-local variables,1
ATRAC,1
Past tense infinitive,1
Nigeria,1
Windows Media Audio,1
Generator methods,1
RX330,1
Santiago del Estero,1
G.727,1
Strings,1
Female condom,1
Samoa,1
"K, k",1
Kirkwood,1
G.723,1
G.721,1
RFC 5397 Web DAV principal,1
Statement-level (local) anonymous classes,1
QUAM,1
process4.biz BPM,1
Tatool Web,1
planned (2015),1
Class-level inner classes,1
Ophis,1
16 Jul 1990,1
"Indefinite(""Some"")",1
Estonia,1
Tax Chopper,1
1D C,1
IBM Process Designer,1
G.719,1
M3,1
SPC,1
E-AC-3,1
Camunda Modeler,1
G.718,1
AuraPortal,1
"One-dimensional, zero-based index arrays",1
ASM-One Macro Assembler,1
Imperative,1
DB2 for iSeries,1
Firefox Sync,1
IBM Rational System Architect,1
RS380M,1
La,1
Apache Derby,1
Tonga,1
Mac OS X,1
IXP320/SB320,1
jqCalDAV,1
Essure,1
DCA aka DTS,1
Lftp,1
Donner Ski Ranch,1
SYSLINUX,1
SOCKS,1
Macedonia,1
1D X,1
EventIDE,1
Tianlian I,1
Explicit conversions,1
1Ds Mk III,1
20D,1
WEXTOR,1
Malta,1
MovieMagnet,1
Darwin,1
Hayabusa,1
GOSAT,1
OpenBitTorrent,1
JWASM,1
Ireland,1
SunOS,1
France,1
Conditional methods,1
jsPsych,1
Search engine plugins,1
Collection initializers,1
SLR's OPTASM,1
MIDI(smf),1
MPEG-4/SA,1
Demonoid,1
CalDavZAP,1
Interfaces,1
"B, b",1
Nicaragua,1
µTP,1
AsiaTorrents,1
pls,1
RS250M,1
Tail recursion compiler optimizations,1
Truespeech,1
Mexico,1
Indexers,1
ProcessCraft,1
Papua New Guinea,1
Member accessibility levels,1
Mount Waterman,1
Opera Link,1
"get, set",1
Tim Paterson's ASM,1
Constant (immutable) parameters,1
Mali,1
Panama,1
MediaMonkey Lifetime,1
XSPF,1
Nyaa Torrents,1
Overload versioning,1
ETS-VII,1
using,1
OMA,1
Duplicate Link Checker,1
Bags/multisets,1
malsanulejo,1
NTLDR,1
WorkXPlore 3D,1
San Luis,1
Windows Media Audio v1,1
RS200M revB,1
Windows Media Audio v2,1
RS200M revA,1
"Indication(""That"")",1
"M, m",1
Namibia,1
Today contraceptive sponge used by nulliparous,1
350DRebel XT,1
Bear Mountain,1
Monitors,1
MagicDraw,1
Genexus WorkFlow,1
Saint Kitts and Nevis,1
Windows Boot Manager,1
11 Feb 1970,1
Arbitrary size decimals,1
SVG,1
760DRebel T6s,1
TMPx,1
Madagascar,1
MyTAX,1
"iGrafx Flowcharter, iGrafx Process",1
Bizagi BPM Suite,1
Loops,1
Apple Lossless,1
AgenDAV,1
Sweden,1
Buhaypirata Networks,1
Pointers,1
Malawi,1
Poland,1
Kratka Ridge,1
OptimFROG,1
Paxym FreeBSD for Octeon,1
Gentoo/FreeBSD,1
Tunisia,1
Heavenly Mountain Resort,1
7D Mk II,1
Adjective,1
IXP300/SB300,1
SiteBar Server,1
Plural noun,1
AS65,1
24 Apr 1970,1
Czech Republic,1
WebSphere Process Server,1
Abstract classes,1
64tass,1
SoPHIE,1
IBM Assembler H,1
IBM Assembler D,1
IBM Assembler F,1
Soda Springs,1
Other,1
Sr,1
5Ds / 5Ds R,1
1D X Mk II,1
Time stretch,1
Expyriment,1
N-I,1
NuvaRing,1
WASM,1
Slowpitch softball,1
Imixs-BPMN,1
P23,1
P22,1
P25,1
P24,1
P27,1
P26,1
P29,1
P28,1
Algeria,1
Slovenia,1
Sugar Bowl,1
Fantastical,1
Colombia,1
600DRebel T3i,1
IPTorrents,1
Psychtoolbox for MATLAB,1
SB300C,1
PyEPL,1
Moldova,1
GFA-Assembler,1
Enhanced AC-3,1
Variadic methods,1
Lic.,1
P30,1
P32,1
Not critical(number / oldest),1
P31,1
P34,1
P33,1
P36,1
"D, d",1
P35,1
Total(number / oldest),1
Multiple Boot Manager,1
P38,1
PsychoPy,1
P37,1
P39,1
GAS,1
Honduras,1
Unsigned integers,1
"Negative(""No"")",1
ATRAC1,1
"Z, z",1
Strict floating point evaluation,1
RX380,1
InfCloud (CalDavZAP+CardDavMATE),1
P41,1
HLASM,1
P40,1
P43,1
Japanese Experiment Module,1
English (traditional),1
P42,1
P45,1
P44,1
Netherlands,1
P47,1
P46,1
P49,1
P48,1
W4 BPMN+,1
RD580,1
JDBC,1
Favicon,1
Instance constructors,1
Magnet URI,1
Bhutan,1
Testosterone injection,1
"O, o",1
What.CD,1
P50,1
Single-root (unified) type system,1
P52,1
26 Jul 1975,1
P51,1
P54,1
P53,1
P56,1
P55,1
P58,1
P57,1
China Peak,1
P59,1
Lightning,1
Xenix,1
BTDigg,1
Zimbabwe,1
HTML+TIME(+VML),1
June Mountain,1
Montenegro,1
OliveBSD,1
None (unprotected intercourse),1
Highly critical(number / oldest),1
ARCWAY Cockpit,1
"MP3 (MPEG-1, 2, 2.5 Audio Layer III)",1
Broadcatching (RSS),1
BookmarkSync,1
Jujuy,1
1300DRebel T6,1
P61,1
Squaw Valley USA,1
P60,1
"Ĝ, ĝ",1
P63,1
Xe,1
P62,1
P65,1
P64,1
Greece,1
P67,1
P66,1
Windows Mobile,1
SAP NetWeaver Process Integration (short SAP PI),1
P69,1
"Ŝ, ŝ",1
P68,1
YourExotic,1
RealAudio Lossless,1
Beep Media Player,1
penti,1
Contacts CardDAV Sync 2 Cloud,1
Guyana,1
Fast extensions,1
"September 8, 2005; 9 years ago",1
Super-seeding,1
AniRena,1
IXP380/SB380,1
Peer exchange,1
The Gambia,1
Ukraine,1
Definition,1
P70,1
estonteco,1
IBM ALP,1
P72,1
P71,1
P74,1
P73,1
P76,1
P75,1
Complex numbers,1
P78,1
waffles.fm,1
P77,1
ol(u),1
P79,1
MediaMonkey Gold,1
Semaphores,1
Rarbg,1
Jamaica,1
Turkmenistan,1
Torrentz,1
BPMN Web Modeler,1
XA65,1
Site,1
WavPack Lossless,1
Hong Kong,1
G.729E,1
Implicit conversions,1
Hagoromo,1
G.729D,1
Napster,1
Concurrency optimized collections,1
P81,1
P80,1
P83,1
P82,1
Thailand,1
"F, f",1
P85,1
"China, People's Republic of",1
P84,1
P87,1
P86,1
P89,1
Arbitrary size integers,1
P88,1
FASMARM,1
VariCAD Viewer,1
Bonita BPM,1
Non-zero based arrays,1
Thread pool,1
Kuwait,1
Baikonur Cosmodrome,1
1D Mk III,1
Croatia,1
Taiyo,1
Fastpitch softball,1
SurGATE Outlook Sync Client,1
FullDLs,1
"Spermicidal gel, foam, suppository, or film",1
DevelSoftware Assembler,1
RevolutionTT,1
P90,1
P92,1
United Kingdom,1
NASM,1
P91,1
P94,1
P93,1
P96,1
vipuro,1
P95,1
P98,1
P97,1
POASM,1
Snow Summit,1
P99,1
Logical operators,1
Hiten,1
PhxAss,1
Swaziland,1
Implanon,1
Tiangong-1,1
Torrent Reactor,1
Cook Codec,1
Output (output) parameters,1
Tru64 UNIX,1
P104,1
P103,1
P106,1
P105,1
P100,1
P102,1
P101,1
IBM BlueWorks Live,1
Contravariance,1
P108,1
P107,1
P109,1
Austria,1
ĉirkaŭ,1
Value types,1
Microsoft armasm,1
Pega Systems,1
1D Mk II N,1
CardDavMATE,1
Form history,1
Chandler Desktop,1
dediĉi,1
Selective downloads,1
Palapa A1,1
Intellileap Solutions,1
Albania,1
New Zealand,1
ClosedBSD,1
Chubut,1
NAT traversal,1
pyCardDAV,1
taĉmento,1
Ethiopia,1
Merlin,1
UFile,1
Tierra del Fuego,1
dreamass,1
Blackberry,1
FemCap and spermicide,1
Progestogen only pill,1
Sierra Leone,1
ATI U1,1
MIDI(xmi),1
kboot,1
Saudi Arabia,1
Pakistan,1
Qatar,1
Primitive/value type support,1
Agiles BPMS & ECM,1
Tamil Rockers,1
Flash,1
Serbia,1
Bosnia and Herzegovina,1
650DRebel T4i,1
5D Mk II,1
CalendarSync,1
BanXing,1
RunaWFE,1
P111,1
P110,1
Rwanda,1
P112,1
Burma,1
Lifted (nullable) types,1
G.729.1,1
Catamarca,1
Lea's Shield and spermicide used by parous,1
Bangladesh,1
Barbados,1
Data Becker Profimat,1
Saint Vincent and the Grenadines,1
Denmark,1
Deterministic disposal (ARM-blocks),1
IUD with copper,1
"Ĵ, ĵ",1
Encrypted transfer,1
Cambodia,1
Sierra-at-Tahoe,1
MediaMonkey Standard,1
broadcasthe.net,1
SharePoint Server,1
Paraguay,1
nacio,1
"H, h",1
RFC 6352 Card DAV vCard,1
Syria,1
IEEE 754 binary64 floating point number,1
Astera Software Centerprise Data Integrator,1
Windows Media Audio Standard,1
Encrypted storage,1
1Ds Mk II,1
RFC 4324 iCal CAP spec.,1
DAVdroid,1
RS380,1
Browsing history,1
YourBittorrent,1
Mule ESB,1
Superlative,1
Chiaki Mukai,1
Bahrain,1
Kick Assembler,1
Sealing,1
jBPMN,1
MIDI(xmf),1
"ARM, inc. armasm",1
Comoros,1
TaxFreeway,1
Enums can implement interfaces,1
Eritrea,1
CZ-3,1
Bitme.org,1
Fantasm,1
Psykinematix,1
etree,1
Combined injectable,1
Finalizers/destructors,1
Sets,1
cadaver,1
Apache Camel,1
Bulgaria,1
Abstract data type,1
RFC 3744 Web DAV ACL,1
XBT Tracker,1
RFC 5545 rev. iCal spec.,1
IXP150,1
BlackBerry OS,1
La Pampa,1
ACK,1
"S, s",1
Web seeding,1
Kenya,1
IAR ARM Assembler,1
Azure SQL,1
Link Verification,1
Legit Torrents,1
bpmn.io,1
Saint Lucia,1
"Ĉ, ĉ",1
Inverse SOGo Connector/Integrator,1
Shenzhou 9,1
ActiveVOS,1
Shenzhou 5,1
Israel,1
Mendoza,1
Tajikistan,1
AT&T,1
La Rioja,1
Tracker,1
MAC/65,1
RS350,1
Pure Assembler,1
Future tense infinitive,1
Malaysia,1
70D,1
Linx5,1
Lisa,1
MonoTorrent,1
RS400RS415RC400RC410,1
"checked, unchecked",1
Covariance,1
Google Chrome,1
h33t,1
IBM AIX assembler,1
Solaris,1
2001,1
LAM for 6 months only; not applicable if menstruation resumes,1
Constructor constraint,1
G.722.2(AMR-WB),1
Italy,1
RedBoot,1
Migration compatibility,1
Closures,1
Cache,1
Caddie,1
Seka Assembler,1
2012,1
2011,1
2010,1
Tormovies,1
Sorted dictionaries,1
"J, j",1
2009,1
2008,1
Conditionals,1
2007,1
2006,1
Pitch shift,1
2005,1
2004,1
Interlingua,1
2003,1
2002,1
iServer,1
Oracle,1
TaxTron,1
WebTax4U,1
Activiti Modeler,1
Kyrgyzstan,1
1D Mk II,1
UDP tracker,1
Digital Research Assembler,1
Togo,1
Inquisit,1
Uzbekistan,1
MPEG-1 Audio Layer II (MP2),1
1D Mk IV,1
"Multidimensional arrays, rectangular (single array)",1
Priority queue,1
mencii,1
saniĝi,1
Object initialization,1
2014,1
2013,1
Alta Sierra,1
Informix,1
Named arguments,1
INNOVATOR for Business Analysts,1
EachTax,1
Dominica,1
MADS,1
asx/wax/wvx,1
TCCASM,1
Siren 14,1
Sudan,1
SEEBURGER Business Integration Server,1
Snow Valley Mountain Resort,1
50D,1
ŝipo,1
Portugal,1
Latvia,1
300DDigital Rebel,1
1100DRebel T3,1
Guatemala,1
"Multidimensional arrays, jagged (arrays of arrays)",1
Value (input) parameters,1
lock,1
inspire smart process Modeller,1
Visual DMDX  is a GUI to DMDX,1
Power Fantasm,1
lernejo,1
ASM6,1
Tanzania,1
Reference types,1
"U, u",1
Software Ideas Modeler,1
AIX,1
Canada,1
The Bahamas,1
Server changing,1
Central African Republic,1
Democratic Republic of the Congo,1
GST Macro Assembler,1
Germany,1
elasta,1
OpenProtocols Connector for Outlook,1
IEEE 754 binary32 floating point number,1
Old Pirate Bay,1
Verbatim (here-)strings,1
Kiribati,1
extipl,1
thegft.org,1
Costa Rica,1
Vietnam,1
Mamega.com,1
AC-3,1
Microsoft Visio 2013,1
Opentracker,1
Coitus interruptus,1
UPnP,1
Buenos Aires,1
Flash MP3 Player,1
"MP2 (MPEG-1, 2 Audio Layer II)",1
Siren 22,1
Neuquén,1
SYDLE SEED Community,1
Timor-Leste,1
Stages,1
Tahoe Donner,1
Switzerland,1
Present tense infinitive,1
NAT Port Mapping Protocol,1
Spain,1
FY-1C,1
Das U-Boot,1
RFC 2518 Web DAV spec.,1
PsychJava,1
Boreal,1
Tucuman,1
li,1
il(u),1
synchronized,1
Paradigm,1
SVOPC,1
Method references,1
30D,1
ALS,1
lu,1
DTS-HD,1
Torlock,1
kexec-loader,1
fastneasytax,1
"L, l",1
HP Process Automation,1
Gentoo DragonflyBSD,1
"A, a",1
Mozambique,1
El Salvador,1
RFC 4709 Web DAV mount,1
Atari Assembler Editor,1
Seedpeer,1
Date/time,1
VISUAL6502,1
Lambda expressions,1
Takao Doi,1
Lesotho,1
Engine,1
bootload (Technologic Systems),1
Mammoth Mountain,1
D30,1
TASM,1
GRUB Legacy,1
Zhai Zhigang (Shenzhou 7),1
QCELP,1
E-Prime,1
Instruction set,1
WINDS,1
throws,1
Mauritius,1
Digital Research ASM86,1
Borland Together,1
DesktopBSD,1
Mountain High,1
Modelio,1
Xmarks,1
Relation constraint,1
ni,1
Santa Cruz,1
IBM Assembler XF,1
Misiones,1
1000DRebel XS,1
Dictionary,1
Auto resume,1
Object initializers,1
GenMyModel,1
Río Negro,1
Mount Shasta Ski Park,1
Cloudscape,1
Metacomco Macro Assembler,1
18 Dec 2006,1
switch,1
Cape Verde,1
Combining,1
kaj,1
Axon.ivy Designer,1
TwinVQ,1
Linx 5,1
RFC 2616 HTTP 1.1 spec.,1
Partial class,1
Lithuania,1
Mac Assembler,1
μTorrent,1
San Juan,1
Instance initializers,1
Hakucho,1
RFC 5689 WebDAV ext. MKCOL,1
Futuretax,1
RD600,1
WLA DX,1
HE-AAC,1
MIDI(rmi),1
Mozilla Firefox,1
Dodge Ridge,1
Norway,1
RS480M,1
A68K,1
Uganda,1
"Tru64 UNIX (DEC OSF/1, Digital UNIX)",1
Suriname,1
API,1
Chang'e 3/Yutu,1
D60,1
Impôt Professionel,1
10D,1
PostgreSQL,1
PeerTracker,1
Lifted operators,1
OpenSesame,1
Chaco,1
"Ĥ, ĥ",1
CalDAV-Sync,1
Kazakhstan,1
Magic xpi Integration Platform,1
RS200L,1
TIBCO ActiveMatrix,1
Mical a86,1
CUE,1
Salta,1
RD480,1
Static imports,1
Laos,1
StormPowerASM,1
Classes,1
Argentina,1
Archive ability,1
myanonamouse.net,1
100DRebel SL1,1
Experimental Run-Time System,1
Belize,1
Zambia,1
oli,1
Dignus Systems/ASM,1
MOSASM,1
Codename,1
Guinea-Bissau,1
1D,1
Expo,1
Explicit interface implementation,1
Akatsuki,1
Value/primitive type constraint,1
zoozle.org,1
Georgia,1
PL360,1
progeCAD Viewer DWG (based on IntelliCAD) (incomplete entry),1
Yemen,1
Optional arguments,1
Sorted sets,1
"N, n",1
Firebird,1
Northstar at Tahoe,1
Phạm Tuân,1
Generic query language,1
ASA,1
FSW-0:– 10m (1975)FSW-1B:– 4m (1992)Beidou:– 0.5m (till 2007),1
ATI A3,1
Queues/stacks,1
ASE,1
"C, c",1
Try-catch-finally,1
Exception control,1
Lea's Shield and spermicide used by nulliparous,1
20 Aug 1997,1
LZASM,1
750DRebel T6i,1
TurboTax Standard - Online Edition,1
Plan B One-Step®,1
H&R Block,1
ReplayGain,1
700DRebel T5i,1
MirOS BSD,1
SQL Server,1
Brunei,1
Lebanon,1
Azerbaijan,1
Altova UModel,1
Mauritania,1
FUSE ESB - Enterprise ServiceMix,1
Signavio Process Editor,1
Array initializers,1
Australia,1
VMR-WB,1
RS600,1
tu,1
Jibbed,1
Cameroon,1
CardDAV-Sync,1
ĉelo,1
RX480,1
Sonic Audio,1
Oman,1
Iceland,1
DirectRT,1
Gabon,1
Logizian,1
DMDX  and Visual DMDX,1
Gear Player,1
Variable declaration,1
cFos Outlook DAV,1
Luxembourg,1
Extension / default methods,1
ExtraTorrent,1
Checked exceptions,1
RC350,1
Antigua and Barbuda,1
SemTalk,1
PSF,1
Implicit (inferred) anonymous classes,1
Gentoo OpenBSD,1
5D,1
Vanuatu,1
vi,1
Feature phones,1
Programming language,1
HDBits.org,1
Latin,1
Unified arrays and collections,1
Tag flexible,1
AdvTax,1
vu,1
String concatenation,1
Burundi,1
Singapore,1
A86/A386,1
Homewood,1
Webexp2,1
The Pirate Bay,1
Prentif cervical cap and spermicide used by nulliparous,1
Process Modeler for Microsoft Visio,1
WavPack Lossy,1
Properties,1
coda.fm,1
MASM,1
6D,1
Combined oral contraceptive pill,1
Russia,1
FrostWire,1
Live CD of FreeBSD. DistroWatch lists as discontinued.,1
Debian GNU/NetBSD,1
China,1
RosAsm,1
Knaus-Ogino method,1
HiSoft DevPac Assembler,1
Romania,1
Philippines,1
boot0,1
sanigi,1
7D,1
Barebox,1
500DRebel T1i,1
ATASM,1
yEd,1
Buckhorn Ski and Snowboard Club,1
Indonesia,1
SAP Exchange Infrastructure,1
Angola,1
Cubetto Toolset,1
Alpine Meadows,1
High precision decimal number,1
8SVX,1
"P, p",1
1200DRebel T5,1
Encryption,1
RFC 2617 HTTP access auth.,1
Córdoba,1
Contraceptive patch,1
Exporting,1
OmniGraffle,1
Iran,1
450DRebel XSi,1
Flow control,1
GRUB 2,1
ADONIS (software),1
Maps/dictionaries,1
Iraq,1
Chile,1
Expression trees,1
Nepal,1
NSF,1
Aqualung,1
SceneAccess.eu,1
Casts,1
Moon Impact Probe,1
XASM,1
"E, e",1
M10,1
Cogent for MATLAB,1
Reference (input/output) parameters,1
Turkey,1
WebSphere Enterprise Service Bus,1
RFC 5546 iCal iTIP spec.,1
Belgium,1
Enterprise Architect,1
Vision egg,1
RS200M+,1
Trinidad and Tobago,1
South Africa,1
Eclipse BPMN2 Modeler,1
Standard Days Method,1
Peru,1
Opera,1
QuickTime Video Effects in mov,1
FB-1,1
Adverb,1
LPD,1
BiZZdesign Architect,1
Depo Provera,1
Chad,1
Yang Liwei,1
20Da,1
Implementation,1
Visible Analyst,1
Tscope,1
Linux/Unix,1
G.718B,1
ContactSync,1
Sri Lanka,1
Uruguay,1
Abstract,1
Constants,1
Meridian Lossless Packing,1
Venezuela,1
Liberia,1
Burkina Faso,1
Type annotations,1
DB2,1
Less critical(number / oldest),1
Bizagi Process Modeler,1
BusyCal,1
RS200,1
Yaboot,1
||,1
aCal,1
QPR ProcessDesigner,1
CA65,1
Enumerated types,1
BPMN Visio Modeler,1
World,1
M3U,1
webbased UI,1
South Korea,1
myTaxExpress,1
Moderately critical(number / oldest),1
RFC 4791 Cal DAV spec.,1
Nozomi,1
10 Sep 2009,1
Daylite,1
Hungary,1
Character,1
ili,1
Virtual methods,1
Yasm,1
strictfp,1
Belarus,1
Jitterbit,1
"1.0.5 (May 11, 2015; 31 days ago)",1
MPEG-2 Audio Layer II (MP2),1
TorrentProject,1
CalDAV Tasksync free,1
Fields,1
el(u),1
Senegal,1
LibreCAD,1
dasm,1
HLA,1
Shutdown on play complete,1
AndroidCaldavSyncAdapater,1
Signed integers,1
OS X / Darwin,1
Deprecation/obsolescence,1
StudioTax,1
Egypt,1
Prentif cervical cap and spermicide used by parous,1
"R, r",1
Bolivia,1
Sakigake,1
550DRebel T2i,1
G.722.1C,1
SBC,1
Slovakia,1
z-Tree,1
LILO,1
Niger,1
Tubal ligation,1
"China, Republic of (Taiwan)",1
Nellymoser Asao Codec in Flash,1
"G, g",1
limo,1
BAL,1
Free software,1
AnimeSuki,1
Botswana,1
bitmetv.org,1
Total,1
Dominican Republic,1
1337x,1
Future,1
Mininova,1
MPW Assembler,1
Partial methods,1
Folx,2
IXP250,2
Spagic,2
AMR-WB+,2
OpenBSD,2
PEtALS ESB,2
iLBC,2
Informatica Power Center,2
TrackerSuite.Net,2
"BroadVoice (BV16, BV32)",2
GSM-FR,2
Banshee,2
ATRAC3plus,2
Apache Synapse,2
Talend ESB,2
G.722.1,2
Sonic ESB,2
Openadaptor,2
other,2
G.728,2
G.729,2
G.726,2
G.722,2
Siren 7,2
CELT,2
G.711,2
Wyzo,2
NetBSD,2
Android,2
JBoss Enterprise SOA Platform,2
Windows Phone,2
WebSphere Message Broker,2
IXP450/SB450,2
Bookmark,2
Adeptia Integration Suite,2
P12,2
P11,2
P14,2
P13,2
P16,2
P15,2
P18,2
P17,2
P19,2
Frostwire,2
P21,2
P20,2
iSAC,2
ATRAC3,2
Rdio,2
Notes,2
BitTorrent,2
Artix ESB,2
Unify NXJ,2
IXP400/SB400,2
Vorbis (Ogg),2
ServiceMix,2
Xunlei,2
Songbird,2
AdroitLogic UltraESB,2
Ultrix,2
AC3,2
Shorten,2
Sun Java Composite Application Platform Suite,2
Vorbis,2
Linux,2
SB600,2
Automation Anywhere Integration Pack,2
Oracle Enterprise Service Bus,2
AMR-WB(G.722.2),2
Conditional,2
Windows Media Audio Lossless,2
India,2
Oracle BPEL Process Manager,2
OpenESB,2
G.723.1,2
AMBE,2
MidnightBSD,2
GhostBSD,2
OpenLink Virtuoso,2
JBoss Enterprise Service Bus (ESB),2
Vuze,2
Codec2,2
BitSpirit,2
SILK,2
Symbian,2
WSO2 Enterprise Service Bus (ESB),2
Windows Media Audio Pro,2
BizTalk Server,2
Flow Software,2
IXP460/SB460,2
Guayadeque Music Player,2
Japan,2
Ecoute,2
Neuro Sequencer Pro,3
BitTorrent 6,3
SBaGen,3
Brainwave Studio,3
Neuro Entrainment,3
Miro,3
BrainWave Generator,3
Lux VST Brainwave Entrainment Instrument,3
Max/MSP,3
ALAC,3
DragonFly BSD,3
aTunes,3
Windows,3
P1,3
P2,3
P3,3
P4,3
P5,3
P6,3
P7,3
P8,3
P9,3
BitTorrent client,3
SuperCollider,3
Impromptu,3
P10,3
Csound,3
Spotify,3
Neuro-Programmer 3,3
MP3,3
ChucK,3
PC-BSD,3
Isochronic Tone Generator,3
BeeOne SMOD/HMS,3
Discord,3
Pure Data,3
iOS,3
Opus,3
BrainIgniter Player,3
WavPack,3
AMR,3
RealAudio,3
Mind WorkStation,3
"BitTorrent 5, Mainline",3
Reaktor,3
Name,3
Winamp,3
KGet,3
apt-X,3
Style Jukebox,3
Gnaural,3
Clementine,4
Tonido Torrent,4
True Audio (TTA),4
Monkey's Audio,4
Exaile,4
AAC,4
Vuze (formerly Azureus),4
Speex,4
Visual Basic .NET,4
OS X,4
XMPlay,4
Music Player Daemon,4
Java,4
Musepack,4
FLAC,4
BitTyrant,5
Quod Libet,5
KTorrent,5
Acquisition,5
Shareaza,5
Tomato Torrent,5
BitTornado,5
FlashGet,5
SymTorrent,5
Tixati,5
Free Download Manager,5
FreeBSD,5
µTorrent,5
ABC,5
OneSwarm,5
BitLord,5
Transmission,5
BitComet,5
Deluge,5
rTorrent,5
Blog Torrent,5
Meerkat Bittorrent Client,5
TorrentFlux,5
vasm,5
Tribler,5
Media Jukebox,5
LimeWire,5
BitLet,5
Opera 12,5
qBittorrent,6
MPXPLAY,6
MLDonkey,6
Musicmatch Jukebox,7
MediaMonkey,7
Zinf,7
Audio player,7
Audion,7
cmus,8
Amarok,8
Cog,8
MusicBee,8
foobar2000,8
XMMS,8
JuK,8
Sonique,8
Rhapsody,8
Rhythmbox,8
Audacious,8
musikCube,8
AIMP,8
C#,13
