Matrice;prodConformRatio
Comparison_of_privilege_authorization_features    Introduction to implementations ;100
Comparison_of_privilege_authorization_features    Introduction to implementations ;0
Comparison_of_privilege_authorization_features    Introduction to implementations ;0
Comparison_of_programming_languages_(array)    Array dimensions ;83
Comparison_of_programming_languages_(array)    Indexing ;62
Comparison_of_programming_languages_(array)   Slicing;63
Comparison_of_programming_languages_(array)   Array system cross reference list;82
Comparison_of_programming_languages_(array)    Mathematical matrices management ;100
Comparison_of_programming_languages_(basic_instructions)     ;100
Comparison_of_programming_languages_(basic_instructions)     ;83
Comparison_of_programming_languages_(basic_instructions)    Other control flow statements ;82
Comparison_of_programming_languages_(basic_instructions)     ;100
Comparison_of_programming_languages_(basic_instructions)     ;100
Comparison_of_programming_languages_(basic_instructions)     ;68
Comparison_of_programming_languages_(basic_instructions)    Reading  ;77
Comparison_of_programming_languages_(basic_instructions)    Execution of commands ;75
Comparison_of_programming_languages_(basic_instructions)     ;81
Comparison_of_programming_languages_(basic_instructions)    Other variable types ;83
Comparison_of_programming_languages_(basic_instructions)     ;82
Comparison_of_programming_languages_(basic_instructions)    Other types ;80
Comparison_of_programming_languages_(basic_instructions)    Variable and constant declarations ;82
Comparison_of_programming_languages_(basic_instructions)     statements ;100
Comparison_of_programming_languages_(basic_instructions)     ;100
Comparison_of_programming_languages_(basic_instructions)     ;80
Comparison_of_programming_languages_(object oriented_programming)    Object construction and destruction ;75
Comparison_of_programming_languages_(object oriented_programming)    Class declaration ;79
Comparison_of_programming_languages_(object oriented_programming)    Member access ;77
Comparison_of_programming_languages_(object oriented_programming)    Member availability ;100
Comparison_of_programming_languages_(object oriented_programming)    Special variables ;77
Comparison_of_programming_languages_(object oriented_programming)    Special methods ;75
Comparison_of_programming_languages_(object oriented_programming)    Type manipulation ;77
Comparison_of_programming_languages_(object oriented_programming)    Namespace management ;70
Comparison_of_programming_languages_(object oriented_programming)    Contracts ;70
Comparison_of_programming_languages_(object oriented_programming)    Constructors and destructors ;77
Comparison_of_programming_languages_(object oriented_programming)    Fields ;77
Comparison_of_programming_languages_(object oriented_programming)    Methods ;77
Comparison_of_programming_languages_(object oriented_programming)    Manually implemented ;76
Comparison_of_programming_languages_(object oriented_programming)    Automatically implemented ;73
Comparison_of_programming_languages_(object oriented_programming)    Standard operators ;73
Comparison_of_programming_languages_(object oriented_programming)    Indexers ;73
Comparison_of_programming_languages_(object oriented_programming)    Type casts ;70
Comparison_of_programming_languages_(strings)   Common variants;7
Comparison_of_programming_languages_(strings)    Quoted raw ;0
Comparison_of_programming_languages_(strings)    Quoted interpolated ;80
Comparison_of_programming_languages_(strings)    Escaped quotes ;83
Comparison_of_programming_languages_(strings)    Dual quoting ;33
Comparison_of_programming_languages_(strings)    Multiple quoting ;66
Comparison_of_programming_languages_(strings)    Here document ;75
Comparison_of_programming_languages_(strings)    Unique quoting variants ;100
Comparison_of_programming_languages_(string_functions)   CharAt;0
Comparison_of_programming_languages_(string_functions)   CharAt;62
Comparison_of_programming_languages_(string_functions)   Equality;100
Comparison_of_programming_languages_(string_functions)   Find;100
Comparison_of_programming_languages_(string_functions)   Find;5
Comparison_of_programming_languages_(string_functions)   Find character;100
Comparison_of_programming_languages_(string_functions)   Find character;5
Comparison_of_programming_languages_(string_functions)   Format;100
Comparison_of_programming_languages_(string_functions)   Format;73
Comparison_of_programming_languages_(string_functions)   Inequality;0
Comparison_of_programming_languages_(string_functions)   join;100
Comparison_of_programming_languages_(string_functions)   join;100
Comparison_of_programming_languages_(string_functions)   Compare (integer result);100
Comparison_of_programming_languages_(string_functions)   left;100
Comparison_of_programming_languages_(string_functions)   left;100
Comparison_of_programming_languages_(string_functions)   length;100
Comparison_of_programming_languages_(string_functions)   length;60
Comparison_of_programming_languages_(string_functions)   Lowercase;100
Comparison_of_programming_languages_(string_functions)   Lowercase;100
Comparison_of_programming_languages_(string_functions)   partition;100
Comparison_of_programming_languages_(string_functions)   partition;0
Comparison_of_programming_languages_(string_functions)   replace;100
Comparison_of_programming_languages_(string_functions)   replace;0
Comparison_of_programming_languages_(string_functions)   Compare (integer result);100
Comparison_of_programming_languages_(string_functions)   reverse;100
Comparison_of_programming_languages_(string_functions)   reverse;100
Comparison_of_programming_languages_(string_functions)   rfind;100
Comparison_of_programming_languages_(string_functions)   rfind;0
Comparison_of_programming_languages_(string_functions)   right;100
Comparison_of_programming_languages_(string_functions)   right;0
Comparison_of_programming_languages_(string_functions)   rpartition;100
Comparison_of_programming_languages_(string_functions)   rpartition;100
Comparison_of_programming_languages_(string_functions)   split;100
Comparison_of_programming_languages_(string_functions)   split;0
Comparison_of_programming_languages_(string_functions)   Compare (relational operator based  Boolean result);100
Comparison_of_programming_languages_(string_functions)   substring;100
Comparison_of_programming_languages_(string_functions)   substring;78
Comparison_of_programming_languages_(string_functions)   Uppercase;100
Comparison_of_programming_languages_(string_functions)   Uppercase;100
Comparison_of_programming_languages_(string_functions)   trim;11
Comparison_of_programming_languages_(string_functions)   Compare (relational operator based  Boolean result);0
Comparison_of_programming_languages_(string_functions)   Concatenation;100
Comparison_of_programming_languages_(string_functions)   Concatenation;100
Comparison_of_programming_languages_(string_functions)   Contains;100
Comparison_of_programming_languages_(string_functions)   Contains;100
Comparison_of_programming_languages_(syntax)    Statements ;86
Comparison_of_programming_languages_(syntax)    Inline comments ;25
Comparison_of_programming_languages_(syntax)    Block comments ;100
Comparison_of_programming_languages_(syntax)    Comment comparison ;50
Comparison_of_programming_languages   General comparison;91
Comparison_of_programming_languages   Type systems;75
Comparison_of_programming_languages   Failsafe I O and system calls;93
Comparison_of_programming_languages   Expressiveness;85
Comparison_of_programming_paradigms    Main paradigm approaches ;62
Comparison_of_programming_paradigms    Pseudocode examples comparing various paradigms ;50
Comparison_of_project_management_software   General information;92
Comparison_of_project_management_software   Features;91
Comparison_of_project_management_software   Monetary features;93
Comparison_of_Prolog_implementations   Main features;78
Comparison_of_Prolog_implementations   Operating system and Web related features;70
Comparison_of_Prolog_implementations   Static analysis;66
Comparison_of_Prolog_implementations   Optimizations;50
Comparison_of_proxifiers    General ;90
Comparison_of_proxifiers   Platforms;100
Comparison_of_proxifiers   Proxy protocols and methods;100
Comparison_of_PSA_systems;87
Comparison_of_pumps   Direct lift devices;61
Comparison_of_pumps   Displacement pumps;88
Comparison_of_pumps   Velocity pumps;80
Comparison_of_pumps   Buoyancy pumps;100
Comparison_of_pumps   Impulse pumps;100
Comparison_of_PVR_software_packages   General information;88
Comparison_of_PVR_software_packages   Digital Personal Video Recorder (DVR PVR) features;73
Comparison_of_PVR_software_packages   Video format support;72
Comparison_of_PVR_software_packages    Network support ;75
Comparison_of_radio_systems   Table;100
Comparison_of_raster to vector_conversion_software    General information ;81
Comparison_of_raster to vector_conversion_software    Basic features ;83
Comparison_of_raster to vector_conversion_software    AutoCAD features ;100
Comparison_of_raster to vector_conversion_software    Raster editing features ;100
Comparison_of_raster to vector_conversion_software    Vector editing features ;57
Comparison_of_raster_graphics_editors    List ;0
Comparison_of_raster_graphics_editors    List ;0
Comparison_of_raster_graphics_editors    General information ;95
Comparison_of_raster_graphics_editors    Operating system support ;94
Comparison_of_raster_graphics_editors    Features ;86
Comparison_of_raster_graphics_editors    Color spaces ;93
Comparison_of_raster_graphics_editors    File support ;94
Comparison_of_reference_management_software    General ;100
Comparison_of_reference_management_software    Operating system support ;100
Comparison_of_reference_management_software    Export file formats ;100
Comparison_of_reference_management_software    Import file formats ;100
Comparison_of_reference_management_software    Citation styles ;100
Comparison_of_reference_management_software    Reference list file formats ;100
Comparison_of_reference_management_software    Word processor integration ;100
Comparison_of_reference_management_software    Database connectivity ;100
Comparison_of_reference_management_software   Password  protection  and network versions;100
Comparison_of_regular_expression_engines   Libraries;100
Comparison_of_regular_expression_engines   Languages;85
Comparison_of_regular_expression_engines   Part 1;73
Comparison_of_regular_expression_engines   Part 2;75
Comparison_of_regular_expression_engines   API features;63
Comparison_of_relational_database_management_systems   General information;98
Comparison_of_relational_database_management_systems   Operating system support;98
Comparison_of_relational_database_management_systems   Access control;96
Comparison_of_relational_database_management_systems   Fundamental features;97
Comparison_of_relational_database_management_systems   Limits;100
Comparison_of_relational_database_management_systems   Tables and views;100
Comparison_of_relational_database_management_systems   Indices;97
Comparison_of_relational_database_management_systems   Database capabilities;100
Comparison_of_relational_database_management_systems   Data types;96
Comparison_of_relational_database_management_systems   Other objects;97
Comparison_of_relational_database_management_systems   Partitioning;97
Comparison_of_research_networking_tools_and_research_profiling_systems    General ;83
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Sources  Ingest and Export Formats ;81
Comparison_of_research_networking_tools_and_research_profiling_systems    Data Interoperability and Integration ;81
Comparison_of_research_networking_tools_and_research_profiling_systems    Users Profiled  User Interactivity and Networking Functionality ;82
Comparison_of_research_networking_tools_and_research_profiling_systems    Controlled Vocabulary  Ontologies and Author Disambiguation ;81
Comparison_of_research_networking_tools_and_research_profiling_systems    Bibliometrics ;100
Comparison_of_S M A R T _tools;100
Comparison_of_Scottish_Gaelic_and_Irish   Orthographic differences;100
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;100
Comparison_of_Scottish_Gaelic_and_Irish   Differences in vocabulary;100
Comparison_of_Solaris_distributions    General ;100
Comparison_of_Solaris_distributions   Technical;100
Comparison_of_Solaris_distributions   Package management and installation;83
Comparison_of_Solaris_distributions   Live media;100
Comparison_of_Sony_Vaio_laptops   Sony Vaio S Series;0
Comparison_of_Sony_Vaio_laptops   Sony Vaio C Series;0
Comparison_of_Sony_Vaio_laptops    Sony Vaio E Series ;0
Comparison_of_Sony_Vaio_laptops    Sony Vaio Z Series ;100
Comparison_of_Sony_Vaio_laptops    Sony Vaio F Series ;0
Comparison_of_Sony_Vaio_laptops    Sony Vaio L Series ;100
Comparison_of_Sony_Vaio_laptops    Sony Vaio J Series ;0
Comparison_of_SSH_clients   General;93
Comparison_of_SSH_clients   Platform;96
Comparison_of_SSH_clients   Technical;100
Comparison_of_SSH_clients   Features;100
Comparison_of_SSH_servers   General;100
Comparison_of_SSH_servers   Platform;95
Comparison_of_SSH_servers   Features;94
Comparison_of_Subversion_clients    Subversion clients comparison table ;100
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;95
Comparison_of_Symbian_devices;80
Comparison_of_Texas_Instruments_graphing_calculators;10
Comparison_of_Texas_Instruments_graphing_calculators    Programming language support ;5
Comparison_of_TeX_editors   Table of editor properties;100
Comparison_of_TLS_implementations    Overview ;100
Comparison_of_TLS_implementations    Protocol support ;65
Comparison_of_TLS_implementations    Supported elliptic curves ;0
Comparison_of_TLS_implementations    Supported elliptic curves ;50
Comparison_of_TLS_implementations    Data integrity ;88
Comparison_of_TLS_implementations    Compression ;100
Comparison_of_TLS_implementations    Extensions ;92
Comparison_of_TLS_implementations    Assisted cryptography ;50
Comparison_of_TLS_implementations    System specific backends ;100
Comparison_of_TLS_implementations    Cryptographic module token support ;93
Comparison_of_TLS_implementations    Code dependencies ;90
Comparison_of_TLS_implementations    Development environment ;100
Comparison_of_TLS_implementations    NSA Suite B Cryptography ;100
Comparison_of_TLS_implementations    Portability concerns ;100
Comparison_of_TLS_implementations    Certifications ;100
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;83
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;100
Comparison_of_TLS_implementations    Certificate verification methods ;100
Comparison_of_TLS_implementations    Encryption algorithms ;72
Comparison_of_TLS_implementations    Obsolete algorithms ;0
Comparison_of_TLS_implementations    Supported elliptic curves ;0
Comparison_of_Toyota_hybrids;66
Comparison_of_Tryton_and_Open_ERP   Business model;100
Comparison_of_Tryton_and_Open_ERP   Functionality;73
Comparison_of_Tryton_and_Open_ERP   Concepts and approach;100
Comparison_of_Tryton_and_Open_ERP   More;100
Comparison_of_U S _state_governments   Legislative;98
Comparison_of_U S _state_governments    Supermajority requirements ;100
Comparison_of_U S _state_governments   Executive;100
Comparison_of_U S _state_governments   Judicial;100
Comparison_of_Unicode_encodings   Eight bit environments;0
Comparison_of_Unicode_encodings   Seven bit environments;16
Comparison_of_Unicode_encodings    Bit environments ;0
Comparison_of_United_Kingdom_and_United_States_military_ranks    UK and US officer ranks compared ;53
Comparison_of_United_Kingdom_and_United_States_military_ranks   US  Enlisted  and UK  Other  ranks compared;0
Comparison_of_United_States_presidential_candidates _2008    Candidates ;100
Comparison_of_United_States_presidential_candidates _2008    Biographical data ;100
Comparison_of_United_States_presidential_candidates _2008   Transportation;100
Comparison_of_United_States_presidential_candidates _2008   Labor;100
Comparison_of_United_States_presidential_candidates _2008   Monetary policy;100
Comparison_of_United_States_presidential_candidates _2008   NASA and space exploration;100
Comparison_of_United_States_presidential_candidates _2008   Arab Israeli conflict;100
Comparison_of_United_States_presidential_candidates _2008   Iraq;100
Comparison_of_United_States_presidential_candidates _2008   Iran;100
Comparison_of_United_States_presidential_candidates _2008   Darfur;100
Comparison_of_United_States_presidential_candidates _2008   Nuclear weapons;100
Comparison_of_United_States_presidential_candidates _2008   North Korea;100
Comparison_of_United_States_presidential_candidates _2008   Tax policy;100
Comparison_of_United_States_presidential_candidates _2008   Pakistan;100
Comparison_of_United_States_presidential_candidates _2008   Extrajudicial prisoners;100
Comparison_of_United_States_presidential_candidates _2008   Armenian genocide;100
Comparison_of_United_States_presidential_candidates _2008   China;100
Comparison_of_United_States_presidential_candidates _2008   Foreign aid;100
Comparison_of_United_States_presidential_candidates _2008   Georgia;100
Comparison_of_United_States_presidential_candidates _2008   United Nations;100
Comparison_of_United_States_presidential_candidates _2008   The environment;100
Comparison_of_United_States_presidential_candidates _2008   Energy;100
Comparison_of_United_States_presidential_candidates _2008   Judiciary;100
Comparison_of_United_States_presidential_candidates _2008   Financial crisis and bailout;100
Comparison_of_United_States_presidential_candidates _2008   Same sex marriage;100
Comparison_of_United_States_presidential_candidates _2008   Abortion;100
Comparison_of_United_States_presidential_candidates _2008   Gun control;100
Comparison_of_United_States_presidential_candidates _2008    Death penalty ;100
Comparison_of_United_States_presidential_candidates _2008   Immigration;100
Comparison_of_United_States_presidential_candidates _2008   Racial justice;100
Comparison_of_United_States_presidential_candidates _2008   Federal funding for embryonic stem cell research;100
Comparison_of_United_States_presidential_candidates _2008   Education;100
Comparison_of_United_States_presidential_candidates _2008   Patriot Act;100
Comparison_of_United_States_presidential_candidates _2008   Trade;100
Comparison_of_United_States_presidential_candidates _2008   Health care;100
Comparison_of_United_States_presidential_candidates _2008   Taxation and budget deficit;100
Comparison_of_United_States_presidential_candidates _2008   Social Security;100
Comparison_of_United_States_presidential_candidates _2008   Network neutrality;100
Comparison_of_United_States_presidential_candidates _2008   Lobbying;100
Comparison_of_UPnP_AV_media_servers;100
Comparison_of_Usenet_newsreaders;100
Comparison_of_US_and_Chinese_Military_Armed_Forces   Table comparison between the US and Chinese Military as for 2011;100
Comparison_of_Vector_Formats_(GIS)   General information;100
Comparison_of_Vector_Formats_(GIS)   Feature Types;100
Comparison_of_VMware_Fusion_and_Parallels_Desktop   Features;63
Comparison_of_VMware_Fusion_and_Parallels_Desktop   Minimum system requirements;100
Comparison_of_VMware_Fusion_and_Parallels_Desktop   2009 Benchmark tests;0
Comparison_of_VMware_Fusion_and_Parallels_Desktop   2009 Benchmark tests;100
Comparison_of_VoIP_software    General softphone clients ;87
Comparison_of_VoIP_software    Mobile phones ;80
Comparison_of_VoIP_software    Frameworks and libraries ;75
Comparison_of_VoIP_software    Server software ;95
Comparison_of_WebSocket_implementations;87
Comparison_of_web_server_software   Overview;50
Comparison_of_web_server_software   Features;96
Comparison_of_web_server_software   Operating system support;96
Comparison_of_Windows_Vista_and_Windows_XP   Security;100
Comparison_of_World_War_I_tanks   Tanks used in World War I;100
Comparison_of_World_War_I_tanks   Immediate post war tanks;60
Comparison_of_XML_editors;82
Comparison_of_XMPP_server_software    Comparison by RFC implementation status ;100
Comparison_of_XMPP_server_software    Comparison by XEP implementation status ;100
Comparison_of_X_window_managers;97
Comparison_of_X_Window_System_desktop_environments    Overview ;71
Comparison_of_X_Window_System_desktop_environments    Default programs packaged ;100
Comparison_of_YouTube_downloaders    Features ;64
Comparison_of_YouTube_downloaders    Inbuilt conversion to formats and devices ;90
Comparison_of_YouTube_downloaders    Supported operating systems ;100
Comparison_of_Nikon_DSLR_cameras;100
List_of_AMD_graphics_processing_units    Wonder Series ;66
List_of_AMD_graphics_processing_units    Mach Series ;100
List_of_AMD_graphics_processing_units    AGP (X7xx  X8xx) ;100
List_of_AMD_graphics_processing_units    PCI E (X7xx  X8xx) ;100
List_of_AMD_graphics_processing_units    IGP (X12xx  21xx) ;100
List_of_AMD_graphics_processing_units    Radeon R500 (X1xxx) Series ;80
List_of_AMD_graphics_processing_units    Radeon HD 2xxx ;100
List_of_AMD_graphics_processing_units    Radeon HD 3xxx ;100
List_of_AMD_graphics_processing_units    IGP (HD 3xxx) ;100
List_of_AMD_graphics_processing_units    All In Wonder Series ;0
List_of_AMD_graphics_processing_units    Radeon R700 (HD 4xxx) Series ;100
List_of_AMD_graphics_processing_units    IGP (HD 4xxx) ;100
List_of_AMD_graphics_processing_units    Rage Series ;100
List_of_AMD_graphics_processing_units    Evergreen (HD 5xxx) Series ;91
List_of_AMD_graphics_processing_units      anchor Northern Islands (HD 6xxx) Series  Radeon HD 6xxx Series ;100
List_of_AMD_graphics_processing_units    IGP (HD 6xxx) ;100
List_of_AMD_graphics_processing_units      anchor Southern Islands (HD 7xxx) Series  Radeon HD 7xxx Series ;30
List_of_AMD_graphics_processing_units    IGP (HD 7xxx) ;100
List_of_AMD_graphics_processing_units      anchor Sea Islands (HD 8xxx) Series  Radeon HD 8xxx Series ;93
List_of_AMD_graphics_processing_units      anchor Volcanic Islands (Rx 2xx) Series  Radeon Rx 2xx Series ;100
List_of_AMD_graphics_processing_units      anchor Rx 3xx Series  Radeon Rx 3xx Series ;88
List_of_AMD_graphics_processing_units      anchor Pirate Islands (Rx 4xx) Series  Radeon Rx 4xx Series ;100
List_of_AMD_graphics_processing_units    Rage Mobility Series ;87
List_of_AMD_graphics_processing_units    Radeon R100 (7xxx) Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon X300  X600  X700  X800 Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon X1xxx Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon HD 2xxx Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon HD 3xxx Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon HD 4xxx Series ;100
List_of_AMD_graphics_processing_units    Mobility Radeon HD 5xxx Series ;100
List_of_AMD_graphics_processing_units    Radeon HD 6xxxM Series ;100
List_of_AMD_graphics_processing_units    IGP (HD 6xxx) ;100
List_of_AMD_graphics_processing_units    IGP (HD 6xxxG) ;100
List_of_AMD_graphics_processing_units    IGP (3xx Series) ;100
List_of_AMD_graphics_processing_units    Radeon HD 7xxxM Series ;61
List_of_AMD_graphics_processing_units    Radeon HD 8xxxM Series ;75
List_of_AMD_graphics_processing_units    Radeon Rx M2xx Series ;100
List_of_AMD_graphics_processing_units    Radeon Rx M3xx Series ;100
List_of_AMD_graphics_processing_units    FireGL Series ;72
List_of_AMD_graphics_processing_units    FirePro 3D Series ;100
List_of_AMD_graphics_processing_units    FirePro Series ;100
List_of_AMD_graphics_processing_units    FirePro Workstation Series (Wx000) ;100
List_of_AMD_graphics_processing_units    FirePro Workstation Series (Wx100) ;100
List_of_AMD_graphics_processing_units    FirePro Server Series ;100
List_of_AMD_graphics_processing_units    Radeon R200 (8xxx  9xxx) Series ;100
List_of_AMD_graphics_processing_units    Radeon Sky Series ;100
List_of_AMD_graphics_processing_units    FireMV (Multi View) Series ;100
List_of_AMD_graphics_processing_units    FirePro (Multi View) Series ;50
List_of_AMD_graphics_processing_units    FireStream Series ;100
List_of_AMD_graphics_processing_units    FirePro Remote Series ;100
List_of_AMD_graphics_processing_units    Mobility FireGL Series ;100
List_of_AMD_graphics_processing_units    FirePro (Mxxxx) Series ;100
List_of_AMD_graphics_processing_units    Console graphics processors ;37
List_of_AMD_graphics_processing_units    IGP (9xxx Series) ;100
List_of_AMD_graphics_processing_units    AGP (9xxx Series) ;100
List_of_AMD_graphics_processing_units    PCI E (X3xx  X5xx  X6xx  X1xxx Series) ;100
List_of_AMD_graphics_processing_units    IGP (X2xx  11xx Series) ;100
List_of_BPEL_engines;93
List_of_FTP_server_software    Graphical ;100
List_of_FTP_server_software    Console terminal based ;71
List_of_FTP_server_software    Libraries ;100
List_of_FTP_server_software    Summary board ;80
List_of_Intel_graphics_processing_units    First generation ;100
List_of_Intel_graphics_processing_units    Second generation ;0
List_of_Intel_graphics_processing_units    Third generation ;73
List_of_Intel_graphics_processing_units    Fourth generation ;100
List_of_Intel_graphics_processing_units    Fifth generation ;0
List_of_Intel_graphics_processing_units    Sixth generation ;0
List_of_Intel_graphics_processing_units    Seventh generation ;7
List_of_Intel_graphics_processing_units    Eighth generation ;6
List_of_Intel_graphics_processing_units    PowerVR based ;66
List_of_Intel_graphics_processing_units    Notes ;0
List_of_Nvidia_graphics_processing_units   Pre GeForce;90
List_of_Nvidia_graphics_processing_units   GeForce256 Series;100
List_of_Nvidia_graphics_processing_units   Features;90
List_of_Nvidia_graphics_processing_units   GeForce 8 (8xxx) Series;100
List_of_Nvidia_graphics_processing_units   Features;76
List_of_Nvidia_graphics_processing_units   GeForce 9 (9xxx) Series;88
List_of_Nvidia_graphics_processing_units   Features;0
List_of_Nvidia_graphics_processing_units   GeForce 100 Series;100
List_of_Nvidia_graphics_processing_units   GeForce 200 Series;17
List_of_Nvidia_graphics_processing_units   Features;90
List_of_Nvidia_graphics_processing_units   GeForce 300 Series;100
List_of_Nvidia_graphics_processing_units   GeForce 400 Series;100
List_of_Nvidia_graphics_processing_units   GeForce2 Series;87
List_of_Nvidia_graphics_processing_units   GeForce 500 Series;100
List_of_Nvidia_graphics_processing_units   GeForce 600 Series;100
List_of_Nvidia_graphics_processing_units   GeForce 700 Series;70
List_of_Nvidia_graphics_processing_units   GeForce 900 Series;100
List_of_Nvidia_graphics_processing_units   GeForce2 Go Series;100
List_of_Nvidia_graphics_processing_units   GeForce4 Go Series;100
List_of_Nvidia_graphics_processing_units   GeForce FX Go 5 (Go 5xxx) Series;100
List_of_Nvidia_graphics_processing_units   GeForce Go 6 (Go 6xxx) Series;71
List_of_Nvidia_graphics_processing_units   GeForce Go 7 (Go 7xxx) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 8M (8xxxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce3 Series;100
List_of_Nvidia_graphics_processing_units   GeForce 9M (9xxxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 100M (1xxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 200M (2xxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 300M (3xxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 400M (4xxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 500M (5xxM) Series;0
List_of_Nvidia_graphics_processing_units   GeForce 600M (6xxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce 700M (7xxM) Series;0
List_of_Nvidia_graphics_processing_units   GeForce 800M (8xxM) Series;0
List_of_Nvidia_graphics_processing_units   GeForce 900M (9xxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce4 Series;92
List_of_Nvidia_graphics_processing_units   Quadro;100
List_of_Nvidia_graphics_processing_units   Quadro FX Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x300) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x400) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x500) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x600) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x700) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x800) Series;100
List_of_Nvidia_graphics_processing_units   Quadro x000 Series;100
List_of_Nvidia_graphics_processing_units   Quadro Kxxx Series;100
List_of_Nvidia_graphics_processing_units   GeForce4 Series;100
List_of_Nvidia_graphics_processing_units   Quadro Kxxx Series;100
List_of_Nvidia_graphics_processing_units   Quadro Mxxx Series;100
List_of_Nvidia_graphics_processing_units   Quadro NVS;100
List_of_Nvidia_graphics_processing_units   Tesla;95
List_of_Nvidia_graphics_processing_units   Quadro FX (xxxM) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x500M) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x600M) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x700M) Series;100
List_of_Nvidia_graphics_processing_units   Quadro FX (x800M) Series;100
List_of_Nvidia_graphics_processing_units   Quadro (xxxxM) Series;100
List_of_Nvidia_graphics_processing_units   GeForce FX (5xxx) Series;95
List_of_Nvidia_graphics_processing_units   Quadro (Kx000M) Series;100
List_of_Nvidia_graphics_processing_units   Quadro (Kx100M) Series;100
List_of_Nvidia_graphics_processing_units   Mobility Quadro NVS Series;100
List_of_Nvidia_graphics_processing_units   Mobility NVS Series;100
List_of_Nvidia_graphics_processing_units   Comparison table  Grid GPUs;100
List_of_Nvidia_graphics_processing_units   Comparison table  Console GPUs;100
List_of_Nvidia_graphics_processing_units   GeForce 6 (6xxx) Series;80
List_of_Nvidia_graphics_processing_units   Features;100
List_of_Nvidia_graphics_processing_units   GeForce 7 (7xxx) Series;76
